Handle,Title,Description(HTML),Description(text),OriginalPrice,DiscountedPrice,ProductURL,Image Src,Image Position
Orient Sport 系列自動機械手錶 RN-AC0H03B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e955d4ed00015b2668/2000x.jpg,2
Orient Sport 系列自動機械手錶 RN-AC0H03B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6eb55d4ed00015b266c/2000x.jpg,3
Orient 經典石英手錶 FUG1R002B9,Orient 經典石英手錶 FUG1R002B9,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌 ORIENT <br/></p>
<div>型號 FUG1R002B9<br/>
</div>
<div>零件編號 FUG1R002B9<br/>
</div>
<div>物品形狀 圓形<br/>
</div>
<div>錶面玻璃 礦物玻璃<br/>
</div>
<div>顯示類型 模擬<br/>
</div>
<div>錶扣 <br/>
</div>
<div>錶殼材質 不銹鋼 <br/>
</div>
<div>錶殼直徑 41毫米 <br/>
</div>
<div>錶殼的厚度 7.93 <br/>
</div>
<div>錶帶材質皮革 <br/>
</div>
<div>帶寬 22毫米 <br/>
</div>
<div>錶帶顏色黑色 <br/>
</div>
<div>錶盤顏色黑色 <br/>
</div>
<div>日曆 日期 <br/>
</div>
<div>特色石英 模擬 <br/>
</div>
<div>機芯日本 石英 <br/>
</div>
<div>防水深度 30m <br/>
</div>
</div>",品牌 ORIENT型號 FUG1R002B9零件編號 FUG1R002B9物品形狀 圓形錶面玻璃 礦物玻璃顯示類型 模擬錶扣錶殼材質 不銹鋼錶殼直徑 41毫米錶殼的厚度 7.93錶帶材質皮革帶寬 22毫米錶帶顏色黑色錶盤顏色黑色日曆 日期特色石英 模擬機芯日本 石英防水深度 30m,HK$990.00,HK$590.00,https://www.citiwide-online.com/products/5f06ee5507ec3130a72f9880,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee4f07ec3130a72f987d/2000x.jpg,1
Orient 經典石英手錶 FUG1R002B9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee5107ec3130a72f987e/2000x.jpg,2
Orient 經典石英手錶 FUG1R002B9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee5407ec3130a72f987f/2000x.jpg,3
Orient TriStar 自動機械手錶 RA-AB0E11B19B,Orient TriStar 自動機械手錶 RA-AB0E11B19B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌：ORIENT<br/></p>
<div><br/></div>
<div>錶盤直徑：39mm<br/>
</div>
<div><br/></div>
<div>錶帶直徑：20mm<br/>
</div>
<div><br/></div>
<div>錶帶顏色：金色<br/>
</div>
<div><br/></div>
<div>錶帶物料：不銹鋼<br/>
</div>
<div><br/></div>
<div>錶盤厚度：11.2mm<br/>
</div>
<div><br/></div>
<div>錶盤顏色：黑色<br/>
</div>
<div><br/></div>
<div>錶殼物料：不銹鋼<br/>
</div>
<div><br/></div>
<div>機芯：全自動自家機芯F4902<br/>
</div>
<div><br/></div>
<div>防水：30米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div>其他：礦物玻璃，可動力儲存40小時，日期和星期顯示</div>
</div>",品牌：ORIENT錶盤直徑：39mm錶帶直徑：20mm錶帶顏色：金色錶帶物料：不銹鋼錶盤厚度：11.2mm錶盤顏色：黑色錶殼物料：不銹鋼機芯：全自動自家機芯F4902防水：30米其他：礦物玻璃，可動力儲存40小時，日期和星期顯示,"HK$2,098.00","HK$1,050.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa7d,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fd04e4a600011879e6/2000x.jpg,1
Orient TriStar 自動機械手錶 RA-AB0E11B19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f10204e4a600011879eb/2000x.jpg,2
Orient TriStar 自動機械手錶 RA-AB0E11B19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f10904e4a600011879f2/2000x.jpg,3
Orient TriStar 自動機械手錶 RA-AB0E11B19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f11b04e4a600011879fd/2000x.jpg,4
Orient TriStar 自動機械手錶 RA-AB0E11B19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f12b04e4a60001187a00/2000x.jpg,5
Orient Ray II 潛水自動機械手錶 FAA02005D9,Orient Ray II 潛水自動機械手錶 FAA02005D9,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>不銹鋼錶殼 <br/></p>
<div>不銹鋼手鍊<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6922<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>藍色錶盤<br/>
</div>
<div>單向旋轉表圈<br/>
</div>
<div>發光的手和標記<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>旋緊表冠<br/>
</div>
<div>用按鈕折疊式表扣<br/>
</div>
<div>200M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：41.5毫米<br/>
</div>
<div>近似錶殼厚度：13mm<br/>
</div>
<div><br/></div>
<div><br/></div>
</div>",不銹鋼錶殼不銹鋼手鍊自動機芯口徑：F6922礦物水晶藍色錶盤單向旋轉表圈發光的手和標記日期和日期顯示旋緊表冠用按鈕折疊式表扣200M防水近似錶殼直徑：41.5毫米近似錶殼厚度：13mm,"HK$1,998.00","HK$1,320.00",https://www.citiwide-online.com/products/5f06ee3d07ec3130a72f986e,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee3407ec3130a72f986b/2000x.jpg,1
Orient Ray II 潛水自動機械手錶 FAA02005D9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee3607ec3130a72f986c/2000x.jpg,2
Orient Ray II 潛水自動機械手錶 FAA02005D9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee3c07ec3130a72f986d/2000x.jpg,3
Orient Sport 系列 自動機械手錶 RN-AK0405Y,Orient Sport 系列 自動機械手錶 RN-AK0405Y,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌 Orient<br/></p>
<div>機芯 自動<br/>
</div>
<div>機芯 F6B22<br/>
</div>
<div>錶殼材質 不銹鋼<br/>
</div>
<div>外殼形狀 圓形<br/>
</div>
<div>錶殼大小 42.4<br/>
</div>
<div>錶殼的厚度 12.2<br/>
</div>
<div>錶面類型 無數字<br/>
</div>
<div>錶盤顏色 奶油面<br/>
</div>
<div>錶帶材質 皮革<br/>
</div>
<div>錶帶顏色 啡色<br/>
</div>
<div>耐水 100M<br/>
</div>
<div>錶面:礦物玻璃<br/>
</div>
<div>功能發光指針，發光標記，日期，日期，防磁</div>
</div>",品牌 Orient機芯 自動機芯 F6B22錶殼材質 不銹鋼外殼形狀 圓形錶殼大小 42.4錶殼的厚度 12.2錶面類型 無數字錶盤顏色 奶油面錶帶材質 皮革錶帶顏色 啡色耐水 100M錶面:礦物玻璃功能發光指針，發光標記，日期，日期，防磁,"HK$2,598.00","HK$1,690.00",https://www.citiwide-online.com/products/5fbcd6e3b9a63100013a4a70,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e655d4ed00015b2660/2000x.jpg,1
Orient Sport 系列 自動機械手錶 RN-AK0405Y,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e955d4ed00015b2667/2000x.jpg,2
Orient Sport 系列 自動機械手錶 RN-AK0405Y,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6eb55d4ed00015b266b/2000x.jpg,3
Orient 自動機械潛水手錶 RA-AC0K03L10B,Orient 自動機械潛水手錶 RA-AC0K03L10B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>規格<br/></p>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶殼直徑：43.4毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶殼厚度：12.8 毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶帶寬度：22毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>水晶：藍寶石玻璃<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶盤：高精度不銹鋼<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>機芯：日本機械機芯Cal. F6722<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶帶：鋼<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>防水性：20ATM<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>保修期：1年<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>包裝：原廠錶盒</div>
</div>",規格錶殼直徑：43.4毫米錶殼厚度：12.8 毫米錶帶寬度：22毫米水晶：藍寶石玻璃錶盤：高精度不銹鋼機芯：日本機械機芯Cal. F6722錶帶：鋼防水性：20ATM保修期：1年包裝：原廠錶盒,"HK$4,598.00","HK$2,490.00",https://www.citiwide-online.com/products/5fa8d6c34ab0420001745bab,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c692f131000156e82b/2000x.jpg,1
Orient 自動機械潛水手錶 RA-AC0K03L10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c892f131000156e82c/2000x.jpg,2
Orient 自動機械潛水手錶 RA-AC0K03L10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6cb92f131000156e831/2000x.jpg,3
Orient TriStar 自動機械手錶 RA-AB0E12R19B,Orient TriStar 自動機械手錶 RA-AB0E12R19B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌：ORIENT<br/></p>
<div><br/></div>
<div>錶盤直徑：39mm<br/>
</div>
<div><br/></div>
<div>錶帶直徑：20mm<br/>
</div>
<div><br/></div>
<div>錶帶顏色：金色<br/>
</div>
<div><br/></div>
<div>錶帶物料：不銹鋼<br/>
</div>
<div><br/></div>
<div>錶盤厚度：11.2mm<br/>
</div>
<div><br/></div>
<div>錶盤顏色：紅色<br/>
</div>
<div><br/></div>
<div>錶殼物料：不銹鋼<br/>
</div>
<div><br/></div>
<div>機芯：全自動自家機芯F4902<br/>
</div>
<div><br/></div>
<div>防水：30米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div>其他：礦物玻璃，可動力儲存40小時，日期和星期顯示</div>
</div>",品牌：ORIENT錶盤直徑：39mm錶帶直徑：20mm錶帶顏色：金色錶帶物料：不銹鋼錶盤厚度：11.2mm錶盤顏色：紅色錶殼物料：不銹鋼機芯：全自動自家機芯F4902防水：30米其他：礦物玻璃，可動力儲存40小時，日期和星期顯示,"HK$2,098.00","HK$1,050.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa7e,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fd348da90001c994f9/2000x.jpg,1
Orient TriStar 自動機械手錶 RA-AB0E12R19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0ff348da90001c994fb/2000x.jpg,2
Orient 石英計時碼表 FTW03003W0,Orient 石英計時碼表 FTW03003W0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌名稱 ORIENT 東方雙獅 <br/></p>
<div>型號 FTW03003W0<br/>
</div>
<div>配件號 FTW03003W0<br/>
</div>
<div>款式上市時間 2017<br/>
</div>
<div>錶盤形狀 Round<br/>
</div>
<div>錶鏡材質﻿ Mineral<br/>
</div>
<div>顯示方式 Chronograph<br/>
</div>
<div>搭扣類型 Invisible clasp<br/>
</div>
<div>錶盤材質 Stainless Steel<br/>
</div>
<div>錶盤直徑﻿ 47 毫米<br/>
</div>
<div>錶盤厚度 12 毫米<br/>
</div>
<div>錶帶材質﻿ 皮革<br/>
</div>
<div>錶帶寬度﻿ 22 毫米<br/>
</div>
<div>錶帶顏色 Grey<br/>
</div>
<div>錶盤顏色 Grey<br/>
</div>
<div>日曆類型 Date<br/>
</div>
<div>重量 178 克<br/>
</div>
<div>動力類型﻿ Quartz<br/>
</div>
<div>抗水壓力 10 bars<br/>
</div>
<div>防水深度﻿ 100 米<br/>
</div>
</div>",品牌名稱 ORIENT 東方雙獅型號 FTW03003W0配件號 FTW03003W0款式上市時間 2017錶盤形狀 Round錶鏡材質﻿ Mineral顯示方式 Chronograph搭扣類型 Invisible clasp錶盤材質 Stainless Steel錶盤直徑﻿ 47 毫米錶盤厚度 12 毫米錶帶材質﻿ 皮革錶帶寬度﻿ 22 毫米錶帶顏色 Grey錶盤顏色 Grey日曆類型 Date重量 178 克動力類型﻿ Quartz抗水壓力 10 bars防水深度﻿ 100 米,"HK$2,550.00","HK$1,090.00",https://www.citiwide-online.com/products/5ec3969007ec313f9f603f60,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3968a07ec313f9f603f5d/2000x.jpg,1
Orient 石英計時碼表 FTW03003W0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3968d07ec313f9f603f5e/2000x.jpg,2
Orient 石英計時碼表 FTW03003W0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3969007ec313f9f603f5f/2000x.jpg,3
Orient 第四代Bambino經典自動手錶 FAC08002F0,Orient 第四代Bambino經典自動手錶 FAC08002F0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>金色調不銹鋼錶殼<br/></p>
<div>皮錶帶<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6724<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>翡翠/綠色錶盤<br/>
</div>
<div>日期顯示<br/>
</div>
<div>拉/推冠<br/>
</div>
<div>帶扣表扣<br/>
</div>
<div>30M防水<br/>
</div>
<div><br/></div>
<div>近似直徑：42mm<br/>
</div>
<div>近似錶殼厚度：11.8毫米</div>
</div>",金色調不銹鋼錶殼皮錶帶自動機芯口徑：F6724礦物水晶翡翠/綠色錶盤日期顯示拉/推冠帶扣表扣30M防水近似直徑：42mm近似錶殼厚度：11.8毫米,"HK$2,698.00","HK$1,350.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa7a,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fe4a49e50001514a06/2000x.jpg,1
Orient 第四代Bambino經典自動手錶 FAC08002F0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f1024a49e50001514a0f/2000x.jpg,2
Orient 第四代Bambino經典自動手錶 FAC08002F0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f10a4a49e50001514a17/2000x.jpg,3
Orient 第四代Bambino經典自動手錶 FAC08002F0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f1134a49e50001514a24/2000x.jpg,4
Orient 第四代Bambino經典自動手錶 FAC08002F0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f11f4a49e50001514a2c/2000x.jpg,5
Orient 石英手錶 SQC0U004B0,Orient 石英手錶 SQC0U004B0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>材料與測量 <br/></p>
<div>型號：SQC0U004B0<br/>
</div>
<div>製造商：東方<br/>
</div>
<div>類型：男士手錶，正裝手錶<br/>
</div>
<div>直徑：41.00毫米<br/>
</div>
<div>厚度：13.00毫米<br/>
</div>
<div>案例：拉絲/拋光鋼<br/>
</div>
<div>後蓋後蓋：堅固<br/>
</div>
<div>手鍊：拉絲和拋光鋼<br/>
</div>
<div>錶盤：帶有發光標記的多色指示標記，發光指針<br/>
</div>
<div>帶扣：折疊式鋼製表扣<br/>
</div>
<div>玻璃：礦物，防摔<br/>
</div>
<div>擋板：精鋼，拉絲/拋光<br/>
</div>
<div><br/></div>
<div>運動與功能<br/>
</div>
<div>機芯類型：石英（電池供電）<br/>
</div>
<div>秒針：滴答作響<br/>
</div>
<div>防水功能：5 ATM<br/>
</div>
<div>其他：擰緊表冠<br/>
</div>
</div>",材料與測量型號：SQC0U004B0製造商：東方類型：男士手錶，正裝手錶直徑：41.00毫米厚度：13.00毫米案例：拉絲/拋光鋼後蓋後蓋：堅固手鍊：拉絲和拋光鋼錶盤：帶有發光標記的多色指示標記，發光指針帶扣：折疊式鋼製表扣玻璃：礦物，防摔擋板：精鋼，拉絲/拋光運動與功能機芯類型：石英（電池供電）秒針：滴答作響防水功能：5 ATM其他：擰緊表冠,"HK$1,250.00",HK$650.00,https://www.citiwide-online.com/products/5f06ee5a07ec3130a72f9885,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee5707ec3130a72f9883/2000x.jpg,1
Orient 石英手錶 SQC0U004B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee5907ec3130a72f9884/2000x.jpg,2
Orient Altair Three Star 自動機械手錶 RA-AK0506S10B,Orient Altair Three Star 自動機械手錶 RA-AK0506S10B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>不銹鋼錶殼<br/></p>
<div>不銹鋼手鍊<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6B22<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>白色錶盤<br/>
</div>
<div>模擬顯示<br/>
</div>
<div>發光的手和標記<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>12/24小時顯示<br/>
</div>
<div>拉/推冠<br/>
</div>
<div>堅固的底蓋<br/>
</div>
<div>部署扣<br/>
</div>
<div>30M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：39mm<br/>
</div>
<div>近似錶殼厚度：11mm<br/>
</div>
<div><br/></div>
<div> </div>
</div>",不銹鋼錶殼不銹鋼手鍊自動機芯口徑：F6B22礦物水晶白色錶盤模擬顯示發光的手和標記日期和日期顯示12/24小時顯示拉/推冠堅固的底蓋部署扣30M防水近似錶殼直徑：39mm近似錶殼厚度：11mm,"HK$2,098.00","HK$1,050.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa82,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fd04e4a600011879e4/2000x.jpg,1
Orient Altair Three Star 自動機械手錶 RA-AK0506S10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0ff04e4a600011879e9/2000x.jpg,2
Orient Altair Three Star 自動機械手錶 RA-AK0506S10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f10504e4a600011879ef/2000x.jpg,3
Orient Altair Three Star 自動機械手錶 RA-AK0506S10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f10f04e4a600011879f5/2000x.jpg,4
Orient 石英手錶 SQC0U005F0,Orient 石英手錶 SQC0U005F0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>RH500石英類似物 <br/></p>
<div>對象：紳士<br/>
</div>
<div>不銹鋼手鍊，錶殼和礦物玻璃<br/>
</div>
<div>WR 50m<br/>
</div>
<div>措施：錶殼43 x 9毫米，錶鍊19厘米x 22毫米<br/>
</div>
<div>螺絲後蓋，夜光<br/>
</div>
<div><br/></div>
<div><br/></div>
<div>性別<br/>
</div>
<div>紳士<br/>
</div>
<div><br/></div>
<div>類型學<br/>
</div>
<div>類比，石英，休閒/生活方式<br/>
</div>
<div><br/></div>
<div>手鍊長度<br/>
</div>
<div>19<br/>
</div>
<div><br/></div>
<div>外殼厚度<br/>
</div>
<div>9<br/>
</div>
<div><br/></div>
<div>框<br/>
</div>
<div>東方黑色+銀色原始包裝，中號（9x11x6,6cm），盒裝代碼C6CB3<br/>
</div>
<div><br/></div>
<div>功能<br/>
</div>
<div>螺絲後蓋，夜光<br/>
</div>
<div><br/></div>
<div>運動<br/>
</div>
<div>石英<br/>
</div>
<div><br/></div>
<div>玻璃<br/>
</div>
<div>礦物<br/>
</div>
</div>","RH500石英類似物對象：紳士不銹鋼手鍊，錶殼和礦物玻璃WR 50m措施：錶殼43 x 9毫米，錶鍊19厘米x 22毫米螺絲後蓋，夜光性別紳士類型學類比，石英，休閒/生活方式手鍊長度19外殼厚度9框東方黑色+銀色原始包裝，中號（9x11x6,6cm），盒裝代碼C6CB3功能螺絲後蓋，夜光運動石英玻璃礦物","HK$1,250.00",HK$650.00,https://www.citiwide-online.com/products/5f06ee6207ec3130a72f988f,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee6007ec3130a72f988d/2000x.jpg,1
Orient 石英手錶 SQC0U005F0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee6207ec3130a72f988e/2000x.jpg,2
Orient Sport 系列 自動機械手錶 RN-AK0402E,Orient Sport 系列 自動機械手錶 RN-AK0402E,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌 Orient<br/></p>
<div>機芯 自動<br/>
</div>
<div>機芯 F6B22<br/>
</div>
<div>錶殼材質 不銹鋼<br/>
</div>
<div>外殼形狀 圓形<br/>
</div>
<div>錶殼大小 42.4<br/>
</div>
<div>錶殼的厚度 12.2<br/>
</div>
<div>錶面類型 無數字<br/>
</div>
<div>錶盤顏色 綠色<br/>
</div>
<div>錶帶材質 不銹鋼<br/>
</div>
<div>錶帶 顏色 銀色<br/>
</div>
<div>耐水 100M<br/>
</div>
<div>錶面:礦物玻璃<br/>
</div>
<div>功能發光指針，發光標記，日期，日期，防磁</div>
</div>",品牌 Orient機芯 自動機芯 F6B22錶殼材質 不銹鋼外殼形狀 圓形錶殼大小 42.4錶殼的厚度 12.2錶面類型 無數字錶盤顏色 綠色錶帶材質 不銹鋼錶帶 顏色 銀色耐水 100M錶面:礦物玻璃功能發光指針，發光標記，日期，日期，防磁,"HK$2,598.00","HK$1,690.00",https://www.citiwide-online.com/products/5fbcd6e3b9a63100013a4a6e,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e52cc3760001d9cff9/2000x.jpg,1
Orient Kanno 潛水自動機械手錶 RA-AA0914E19B,Orient Kanno 潛水自動機械手錶 RA-AA0914E19B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>東方自動運動手錶<br/></p>
<div>＃RA-AA0914E<br/>
</div>
<div>綠色錶盤<br/>
</div>
<div>200m防水<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>模擬三針顯示<br/>
</div>
<div>單向旋轉綠色擋板<br/>
</div>
<div>不銹鋼錶殼和錶帶<br/>
</div>
<div>自動上鍊機芯<br/>
</div>
<div>特色手動上鍊<br/>
</div>
<div>機芯F6922<br/>
</div>
<div>22珠寶<br/>
</div>
<div>透視後蓋<br/>
</div>
<div>旋緊表冠<br/>
</div>
<div>水晶玻璃<br/>
</div>
<div>二手停止機制<br/>
</div>
<div>錶殼直徑44毫米<br/>
</div>
<div>錶殼的厚度：13mm<br/>
</div>
<div>吊耳尺寸：22mm<br/>
</div>
<div>保修</div>
</div>",東方自動運動手錶＃RA-AA0914E綠色錶盤200m防水日期和日期顯示模擬三針顯示單向旋轉綠色擋板不銹鋼錶殼和錶帶自動上鍊機芯特色手動上鍊機芯F692222珠寶透視後蓋旋緊表冠水晶玻璃二手停止機制錶殼直徑44毫米錶殼的厚度：13mm吊耳尺寸：22mm保修,"HK$3,998.00","HK$2,050.00",https://www.citiwide-online.com/products/5fa8d6c34ab0420001745ba6,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c5202209000132fb40/2000x.jpg,1
Orient Kanno 潛水自動機械手錶 RA-AA0914E19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c8202209000132fb44/2000x.jpg,2
Orient Kanno 潛水自動機械手錶 RA-AA0914E19B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6ca202209000132fb4a/2000x.jpg,3
Orient Sport 系列自動機械手錶 RN-AC0H02N,Orient Sport 系列自動機械手錶 RN-AC0H02N,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌 :東方<br/></p>
<div>Orient Sport<br/>
</div>
<div>性別 :男裝<br/>
</div>
<div>機芯 :自動<br/>
</div>
<div>機芯 :F6722<br/>
</div>
<div>錶殼材料 :不銹鋼，硬塗層<br/>
</div>
<div>錶殼形狀 :圓形<br/>
</div>
<div>大小 :42.4<br/>
</div>
<div>錶殼的厚度 :11.6<br/>
</div>
<div>錶盤類型 :無數字<br/>
</div>
<div>錶盤顏色 :黑色<br/>
</div>
<div>錶帶材料: 布料<br/>
</div>
<div>錶帶顏色: 綠色<br/>
</div>
<div>防水 :100m<br/>
</div>
<div>錶面 :礦物玻璃<br/>
</div>
<div>功能日期，發光標記，發光指針</div>
</div>",品牌 :東方Orient Sport性別 :男裝機芯 :自動機芯 :F6722錶殼材料 :不銹鋼，硬塗層錶殼形狀 :圓形大小 :42.4錶殼的厚度 :11.6錶盤類型 :無數字錶盤顏色 :黑色錶帶材料: 布料錶帶顏色: 綠色防水 :100m錶面 :礦物玻璃功能日期，發光標記，發光指針,"HK$2,198.00","HK$1,790.00",https://www.citiwide-online.com/products/5fbcd6e3b9a63100013a4a6a,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e655d4ed00015b2662/2000x.jpg,1
Orient Sport 系列自動機械手錶 RN-AC0H02N,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e955d4ed00015b2666/2000x.jpg,2
Orient Sport 系列自動機械手錶 RN-AC0H02N,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6eb55d4ed00015b266f/2000x.jpg,3
